id,created_at,detected_at,ticker,category,option_type,strike,expiry,premium,confidence,conviction_score,entry_trigger,target,target_near,invalidation,signal_quality,algo_version,reason,is_biddie_pick,outcome,mfe_percent,max_favorable_price,price_at_signal,entry_price,direction,gamma_zone,gamma_description,review_status,review_note,reviewed_at
c462d846-1437-4d42-b2c7-dfd296eb34a1,2026-04-01 01:10:09.94614+00,2026-03-31 19:49:02.720924+00,SPXW,whale,put,6530.00,2026-04-01,363030.00,7.50,70,"Above VWAP ($6,470) — Near $6,533","$6,517 (previous swing low), then $6,505",,"Above $6,470 (VWAP reclaim invalidates bearish thesis)",high,v2,"SPX put flow: $363,030 premium, 2,168 volume at $6,530 strike, SPX @ $6,533.41",t,expired,37.42,6527.27,6533.41,64706533,bearish,,,,,
11196c1b-778c-4a9e-b34b-80bc7e7a9bcf,2026-04-01 01:10:09.856294+00,2026-03-31 19:49:14.761285+00,SPXW,whale,put,6475.00,2026-04-01,525000.00,7.50,70,"Above VWAP ($6,470) — Near $6,534","$6,517 (previous swing low), then $6,505",,"Above $6,470 (VWAP reclaim invalidates bearish thesis)",high,v2,"SPX put flow: $525,000 premium, 385 volume at $6,475 strike, SPX @ $6,533.54",t,expired,37.91,6527.27,6533.54,64706534,bearish,,,,,
14b19b74-3bb9-4f84-b3ce-1a86e3d72915,2026-04-01 01:10:09.810597+00,2026-03-31 19:50:09.067109+00,SPXW,whale,call,6540.00,2026-04-01,136790.00,7.50,70,"Above VWAP ($6,470) — Near $6,536","Strike at $6,540",,"Below $6,470 (VWAP break invalidates bullish thesis)",high,v2,"SPX call flow: $136,790 premium, 61,099 volume at $6,540 strike, SPX @ $6,535.93",t,hit,1811.79,6609.67,6535.93,64706536,bullish,,,,,
4c394653-b7ca-4130-bbb5-8f738b8b88d9,2026-04-01 01:10:09.765809+00,2026-03-31 19:50:15.878088+00,SPXW,whale,call,6545.00,2026-04-01,208620.00,7.50,70,"Above VWAP ($6,470) — Near $6,539","Strike at $6,545",,"Below $6,470 (VWAP break invalidates bullish thesis)",high,v2,"SPX call flow: $208,620 premium, 35,651 volume at $6,545 strike, SPX @ $6,538.83",t,hit,1148.14,6609.67,6538.83,64706539,bullish,,,,,
c9b7756b-24e5-4349-a9e3-2600d415d7d9,2026-04-01 01:10:09.583666+00,2026-03-31 19:50:41.714922+00,SPXW,whale,put,6200.00,2026-04-01,199040.00,7.50,70,"Above VWAP ($6,470) — Near $6,535","$6,517 (previous swing low), then $6,505",,"Above $6,470 (VWAP reclaim invalidates bearish thesis)",high,v2,"SPX put flow: $199,040 premium, 314 volume at $6,200 strike, SPX @ $6,535.08",t,expired,43.20,6527.27,6535.08,64706535,bearish,,,,,
6bc11b72-09eb-4387-b7ee-b52813d5c53b,2026-04-01 01:10:09.493534+00,2026-03-31 19:51:21.803861+00,SPXW,whale,put,6500.00,2026-04-01,123600.00,7.50,70,"Above VWAP ($6,470) — Near $6,533","$6,517 (previous swing low), then $6,505",,"Above $6,470 (VWAP reclaim invalidates bearish thesis)",high,v2,"SPX put flow: $123,600 premium, 3,920 volume at $6,500 strike, SPX @ $6,532.84",t,expired,35.16,6527.27,6532.84,64706533,bearish,,,,,
918d2362-e729-494d-b01f-f5cdbf490a78,2026-04-01 01:10:09.298711+00,2026-03-31 19:51:32.830865+00,SPXW,whale,put,6550.00,2026-04-01,456000.00,7.50,70,"Above VWAP ($6,470) — Near $6,532","$6,517 (previous swing low), then $6,505",,"Above $6,470 (VWAP reclaim invalidates bearish thesis)",high,v2,"SPX put flow: $456,000 premium, 966 volume at $6,550 strike, SPX @ $6,532.42",t,expired,33.40,6527.27,6532.42,64706532,bearish,,,,,
28716094-b203-4034-b7f1-149108420053,2026-04-01 01:10:09.208586+00,2026-03-31 19:53:38.06318+00,SPXW,whale,put,6525.00,2026-04-01,358790.00,7.50,70,"Above VWAP ($6,470) — Near $6,523","$6,517 (previous swing low), then $6,505",,"Above $6,470 (VWAP reclaim invalidates bearish thesis)",high,v2,"SPX put flow: $358,790 premium, 597 volume at $6,525 strike, SPX @ $6,523.35",t,expired,-61.73,6527.27,6523.35,64706523,bearish,,,,,
af48127e-9bda-4446-b0cb-fb2b891c6fad,2026-04-01 01:10:08.981682+00,2026-03-31 19:54:50.978299+00,SPXW,whale,call,6520.00,2026-04-01,112800.00,7.50,70,"Above VWAP ($6,470) — Near $6,525","Strike at $6,520",,"Below $6,470 (VWAP break invalidates bullish thesis)",high,v2,"SPX call flow: $112,800 premium, 81,902 volume at $6,520 strike, SPX @ $6,524.85",t,hit,,6609.67,6524.85,64706525,bullish,,,,,
48a36584-52bf-49ad-911a-a386d2b1a165,2026-04-01 01:10:08.936546+00,2026-03-31 19:56:34.974488+00,SPXW,whale,call,6515.00,2026-04-01,187680.00,7.50,70,"Above VWAP ($6,471) — Near $6,521","$6,523 (previous swing high), then $6,539",,"Below $6,471 (VWAP break invalidates bullish thesis)",high,v2,"SPX call flow: $187,680 premium, 68,823 volume at $6,515 strike, SPX @ $6,521.28",t,hit,5138.95,6609.67,6521.28,64716521,bullish,,,,,
aca7aa79-7db0-4501-912d-dedd054e5be0,2026-04-01 01:10:08.891963+00,2026-03-31 19:56:44.589542+00,SPXW,whale,put,6535.00,2026-04-01,135790.00,7.50,70,"Above VWAP ($6,471) — Near $6,519","$6,517 (previous swing low), then $6,505",,"Above $6,471 (VWAP reclaim invalidates bearish thesis)",high,v2,"SPX put flow: $135,790 premium, 5,027 volume at $6,535 strike, SPX @ $6,519.49",t,expired,-312.45,6527.27,6519.49,64716519,bearish,,,,,
ac07ef2e-eb47-467c-b2c2-4475c56fc0ad,2026-04-01 01:10:08.433585+00,2026-03-31 20:02:51.707847+00,SPXW,whale,call,6920.00,2026-04-01,422410.00,7.50,70,"Above VWAP ($6,472) — Near $6,528","$6,539 (previous swing high)",,"Below $6,472 (VWAP break invalidates bullish thesis)",high,v2,"SPX call flow: $422,410 premium, 148 volume at $6,920 strike, SPX @ $6,528.47",t,hit,771.13,6609.67,6528.47,64726528,bullish,,,,,
a11d81d6-9161-4325-a4c6-5a765926138b,2026-04-01 01:10:08.343295+00,2026-03-31 20:02:51.707847+00,SPXW,whale,call,6880.00,2026-04-01,279460.00,7.50,70,"Above VWAP ($6,472) — Near $6,528","$6,539 (previous swing high)",,"Below $6,472 (VWAP break invalidates bullish thesis)",high,v2,"SPX call flow: $279,460 premium, 157 volume at $6,880 strike, SPX @ $6,528.47",t,hit,771.13,6609.67,6528.47,64726528,bullish,,,,,
cf3ec6fd-c20c-45f1-b861-f26012afcaa6,2026-04-01 01:10:08.025188+00,2026-03-31 20:19:13.628264+00,SPXW,whale,put,6205.00,2026-04-01,2150696.00,7.50,70,"Above VWAP ($6,472) — Near $6,529","$6,518 (previous swing low), then $6,517",,"Above $6,472 (VWAP reclaim invalidates bearish thesis)",high,v2,"SPX put flow: $2,150,696 premium, 334 volume at $6,205 strike, SPX @ $6,528.52",t,expired,-244.96,6554.29,6528.52,64726529,bearish,,,,,
38ba2014-8b05-4386-a529-7fcdfd43b125,2026-04-01 01:10:07.980111+00,2026-03-31 20:19:13.628264+00,SPXW,whale,put,6855.00,2026-04-01,11038336.00,7.50,70,"Above VWAP ($6,472) — Near $6,529","$6,518 (previous swing low), then $6,517",,"Above $6,472 (VWAP reclaim invalidates bearish thesis)",high,v2,"SPX put flow: $11,038,336 premium, 332 volume at $6,855 strike, SPX @ $6,528.52",t,expired,-244.96,6554.29,6528.52,64726529,bearish,,,,,
80a36a7c-b429-4362-abb5-01e576f3a946,2026-04-01 01:10:07.8852+00,2026-03-31 20:52:54.138916+00,SPXW,whale,put,6460.00,2026-04-01,171350.00,7.50,70,"Above VWAP ($6,472) — Near $6,529","$6,518 (previous swing low), then $6,517",,"Above $6,472 (VWAP reclaim invalidates bearish thesis)",high,v2,"SPX put flow: $171,350 premium, 2,438 volume at $6,460 strike, SPX @ $6,528.52",t,expired,-244.96,6554.29,6528.52,64726529,bearish,,,,,
36e82889-f988-41ea-a872-9da0affbd4ca,2026-03-31 23:37:26.595405+00,2026-03-31 15:05:00+00,SPXW,whale,call,6500.00,04/06/2026,21050065.00,8.00,80,"Below VWAP ($6,432) — needs reclaim above $6,432 for entry","$6,446 (previous swing high), then $6,518","$6,450","Below $6,432 (VWAP break invalidates bullish thesis)",strong,v2,"SPXW $6500 call with $21M premium — massive institutional call buying. 3,574 contracts vs 605 OI (5.9x vol/OI). 72% ask aggression. SPX was around $6,400 at the gamma flip when this hit — someone bought $21M in calls while SPX was at support. Gamma flip at $6,405 means dealers are long gamma here and will suppress further downside. This whale bet is that the gamma flip holds as support and SPX bounces. Strike at $6,500 is above current price — needs the bounce to work.",t,hit,499.20,6609.67,6405.00,64326432,bullish,neutral,"Right at gamma flip ($6,405) — dealers are long gamma here and suppress downside. $21M call buy at this exact support level is a whale betting on the bounce. Key magnet and put wall confluence.",correct,"VWAP IS AT 6431. (ENTRY OF 6420 is actually below vwap, but the target is really good. ",2026-04-01 00:19:02.109014+00
50262e56-e7e1-4eef-b582-99fe76298cfd,2026-03-31 23:37:26.552662+00,2026-03-31 14:50:00+00,SPXW,algorithm,put,6310.00,04/02/2026,2253915.00,7.00,70,"Below VWAP ($6,432) — Near $6,415","$6,405 (previous swing low), then $6,365","$6,350","Above $6,432 (VWAP reclaim invalidates bearish thesis)",moderate,v2,"SPXW $6310 put with $2.25M premium. 3,305 contracts vs 602 OI (5.5x vol/OI ratio). 85% ask aggression — very aggressive buying. Strike at $6,310, well below current price and gamma flip ($6,405). This is a short gamma acceleration target — if SPX breaks the gamma flip, dealer hedging amplifies moves and $6,310 becomes reachable. 2-day expiry gives time for the thesis to play out. Morning selloff already tested $6,380.",t,missed,,6411.32,6395.00,64326415,bearish,negative,"Deep below gamma flip ($6,405) — short gamma territory where dealer hedging amplifies moves. 85% ask aggression shows strong conviction. Needs gamma flip break as catalyst.",correct,"Entry okay, only went to 6420",2026-04-01 00:19:00.597333+00
ebfee8a2-aab2-4aee-a70a-167aa11d87e7,2026-03-31 23:37:26.509148+00,2026-03-31 14:20:00+00,SPXW,algorithm,put,6365.00,04/01/2026,2473935.00,7.00,74,"Above VWAP ($6,436) — Near $6,440","$6,434 (previous swing low), then $6,405","$6,390","Above $6,436 (VWAP reclaim invalidates bearish thesis)",moderate,v2,"SPXW $6365 put expiring tomorrow with $2.47M premium. 2,663 contracts vs 523 OI (5.1x vol/OI — aggressive new positioning). 65% ask-side aggression. SPX at ~$6,420 when this hit, dropping toward gamma flip at $6,405. Strike below the gamma flip — if SPX breaks $6,405, dealers switch from long to short gamma and amplify the drop. This put targets that exact gamma flip break. Morning selloff was already pushing SPX down from $6,426.",t,hit,,6404.54,6420.00,64366440,bearish,positive,"Above gamma flip ($6,405) but targeting a break below it. If $6,405 breaks, dealers flip to short gamma and amplify the selloff. Morning selling pressure pushing toward this level.",correct,PERFECT! Target 6405 PERFECT ,2026-04-01 01:40:19.063345+00
df281f73-7c40-4622-83f5-6452599d7774,2026-03-31 23:27:13.888699+00,2026-03-31 19:48:03.607+00,SPX,whale,put,6400.00,04/17/2026,1756980.00,8.00,82,"Above VWAP ($6,465) — Whale sweep at $6,532","$6,518 (previous swing low), then $6,505","$6,350","Above $6,465 (VWAP reclaim invalidates bearish thesis)",strong,v2,"SPX $6400 put with $1.75M premium via repeated descending fills — institutional size. 6,459 contracts vs 22,231 OI. Strike at $6,400 is directly at gamma flip ($6,405) and put wall — THE key level. If SPX breaks below $6,405, dealers flip from long to short gamma and AMPLIFY the move down. Someone is betting on a gamma flip break. Highest GEX concentration at this level. April expiry = swing position.",t,missed,34.16,6527.27,6532.08,64656532,bearish,neutral,"Near gamma flip at $6,405 — THE transition zone. If price breaks below, dealers switch from suppressing to amplifying moves. Key magnet and put wall confluence.",correct,,2026-04-01 01:53:21.323399+00
b50bd153-0788-4561-b562-e5c7c720d3bc,2026-03-31 23:27:13.844467+00,2026-03-31 20:52:54.138+00,SPXW,algorithm,put,6460.00,04/04/2026,171350.00,7.00,68,"Above VWAP ($6,470) — Near $6,528","$6,518 (previous swing low), then $6,505","$6,490","Above $6,470 (VWAP reclaim invalidates bearish thesis)",moderate,v2,"SPXW $6460 put with $171K premium via repeated ascending fills. 2,438 contracts vs 188 OI (13x vol/OI). Strike between price ($6,528) and gamma flip ($6,405). Long gamma = dealers counteract selling, making drops harder. GEX context: above gamma flip, dealer hedging works against bearish direction. Lower conviction due to fighting long gamma.",t,missed,-244.96,6554.29,6528.52,64706528,bearish,positive,"Above gamma flip ($6,405) — long gamma territory, dealer hedging dampens selling. Needs strong catalyst to overcome gamma suppression.",,,
c2e2a6d5-00cf-40f4-a57d-8a60219486ae,2026-03-31 23:27:13.798729+00,2026-03-31 20:32:04.973+00,SPXW,algorithm,call,6530.00,04/04/2026,352570.00,7.00,72,"Above VWAP ($6,468) — Near $6,528","$6,539 (previous swing high)","$6,550","Below $6,468 (VWAP break invalidates bullish thesis)",moderate,v2,"SPXW $6530 call with $352K premium via repeated hits. 6,140 contracts traded vs 481 OI (12.8x vol/OI). Strike at $6,530 — directly at the GEX call wall ($6,535) where dealer hedging creates strong resistance. SPX at $6,528, essentially ATM. Long gamma territory means dealer hedging suppresses moves. High risk/reward: if call wall breaks, dealers chase-hedge higher creating a squeeze.",t,hit,774.33,6609.67,6528.52,64686528,bullish,positive,"Near call wall at $6,535 — dealers sell here, strong resistance. Long gamma suppresses moves. Needs breakout above call wall for upside.",,,
0700a31f-ba50-49d7-9c4b-ab8b5fbc21c4,2026-03-31 17:57:21.938566+00,2026-03-31 17:57:21.938566+00,SPXW,algorithm,call,6500.00,"April 2, 2026",705000.00,6.00,60,"Above VWAP ($6,453) — Near $6,492","$6,518 (previous swing high), then $6,539",$6630.00,"Below $6,453 (VWAP break invalidates bullish thesis)",moderate,v2,$705K call flow at $6500 strike with 100% ask aggression. Price at $6491.53.,f,hit,446.32,6609.67,6491.53,64536492,bullish,,,correct,"Entry was perfect, but Target only 9 pts away. Went to 6528. Target should have been previous major swing high at 6517-6528",2026-04-01 01:00:20.072478+00
52de2762-48eb-4007-b738-91342529f26e,2026-03-30 17:15:20.378692+00,2026-03-30 17:15:20.378692+00,SPXW,algorithm,put,6375.00,"April 6, 2026",582580.00,9.00,90,"Below VWAP ($6,436) — Near $6,376","$6,365 (strike level, short gamma acceleration)",$6247.50,"Above $6,436 (VWAP reclaim invalidates bearish thesis)",,v2,$583K put flow at $6375 strike with 100% ask aggression. Price at $6376.01. Negative gamma zone — moves will be amplified.,f,hit,536.78,6316.91,6376.01,64366376,bearish,,,,,
1d8ec481-4052-4731-aa44-c94de3435992,2026-03-30 15:26:48.841299+00,2026-03-30 15:26:48.841299+00,SPXW,algorithm,put,6525.00,"April 2, 2026",867790.00,7.00,70,Near $6387.32 (no VWAP data),$6259.57,$6131.83,Above $6515.07,,v2,$868K put flow at $6525 strike with 67% ask aggression. Price at $6387.32.,f,missed,55.12,6316.91,6387.32,6387.32,bearish,,,,,
00a1418d-0da5-4dec-9eca-bb8ba15ad5d3,2026-03-30 15:18:47.174081+00,2026-03-30 15:18:47.174081+00,SPX,algorithm,put,6300.00,"April 2, 2026",376250.00,8.00,80,Near $6393.22 (no VWAP data),Strike at $6300.00,$6174.00,Above $6521.08,,v2,$376K put flow at $6300 strike with 100% ask aggression. Price at $6393.22.,f,missed,81.86,6316.91,6393.22,6393.22,bearish,,,,,
e619a3ea-c81b-41f0-a218-027eff876fec,2026-03-27 23:10:46.075206+00,2026-03-27 23:10:46.075206+00,SPXW,whale,put,6600.00,"March 31, 2026",6881917.00,9.00,90,Near $6368.85 (no VWAP data),$6241.47,$6050.41,Above $6496.23,,v2,$6.9M premium flow at $6600 puts with 83% ask aggression.,t,missed,40.78,6316.91,6368.85,6368.85,bearish,,,,,
439659f3-e226-4d41-9d30-c0de005f96cf,2026-03-27 17:29:45.029428+00,2026-03-27 17:29:45.029428+00,SPX,algorithm,put,5700.00,"April 17, 2026",644680.00,7.00,70,Near $6398.53 (no VWAP data),$6270.56,$6078.60,Above $6526.50,,v2,$645K premium flow at $5700 puts with 100% ask aggression.,f,missed,63.78,6316.91,6398.53,6398.53,bearish,,,,,
8f0ca56d-0f9b-44f2-b9a7-b0f5c7945689,2026-03-26 20:47:49.047846+00,2026-03-26 20:47:49.047846+00,SPXW,algorithm,call,6450.00,"April 17, 2026",635600.00,6.00,60,Above $6450,$6579.00,,Below $6321.00,,v2,$636K premium flow at $6450 calls with 100% ask aggression.,f,hit,123.78,6609.67,,6450,bullish,,,,,
