id,created_at,detected_at,ticker,category,option_type,strike,expiry,premium,confidence,conviction_score,entry_trigger,target,target_near,invalidation,signal_quality,algo_version,reason,is_biddie_pick,outcome,mfe_percent,max_favorable_price,price_at_signal,entry_price,direction,suggested_trade,trade_status,entry_price_reached,invalidation_breached,gamma_zone,gamma_description,review_status,review_note,reviewed_at
30b1680b-34ed-4464-ad45-67d9c12da82b,2026-04-02 13:54:58.465742+00,2026-04-02 13:54:58.465742+00,QQQ,spread,put,575.00,"April 17, 2026",1490400.00,7.00,70,Confirmed rejection below VWAP $573.90 with price below $572.54,$570.00 (GEX put wall — likely support),,Above $573.78 (previous swing high),moderate,v2,"The institutional target of $561.09 creates a natural floor that makes selling the $560 put against the long $575 put highly efficient — the spread captures nearly the full expected move while meaningfully reducing premium outlay versus an outright put. With QQQ trading at $572.54 and the $575 put slightly ITM, elevated broad-market IV makes the credit from the short leg particularly valuable here.",f,missed,24.41,571.92,572.54,573.90572,bearish,,miss,t,t,,,,,
cf2de019-ffd7-405f-bb81-73ade3fb3513,2026-04-02 13:54:57.588059+00,2026-04-02 13:54:57.588059+00,SPXW,whale,call,6690.00,"April 7, 2026",2603910.00,6.00,60,Broke above VWAP ($6489.89) — wait for retest at $6489.89 then enter on bounce,$6623.28,$6753.15,Below $6489.89 (VWAP break invalidates bullish thesis),moderate,v2,$2.6M call flow at $6690 strike with 0% ask aggression. Price at $6493.41.,f,missed,14.78,6512.61,6493.41,6489.896489,bullish,,miss,t,t,,,,,
22ce76b6-60a1-4bdb-91bd-036a38159765,2026-04-02 13:42:00.587431+00,2026-04-02 13:42:00.587431+00,SPY,spread,put,650.00,"April 17, 2026",4936698.00,8.00,80,Whale sweep confirmed at $645.44 with price below VWAP $646.23; enter on any failed retest of $645.82,$645.00 (GEX put wall — likely support),,Above $645.82 (previous swing high),moderate,v2,"SPY is already trading slightly below the $650 strike ITM, and with a $4.9M whale sweep the IV premium on outright puts is inflated; the $635 short leg aligns almost exactly with the $632.53 target, capping cost while capturing nearly the full expected move and improving risk/reward meaningfully over buying the put outright.",t,hit,75.00,645.11,645.44,645.44646,bearish,,hit,t,t,,,,,
795ba365-9365-43ae-a3b1-112d7fde0d7a,2026-04-02 13:42:00.288032+00,2026-04-02 13:42:00.288032+00,QQQ,spread,put,545.00,"April 17, 2026",2223904.00,9.00,90,Confirm price holds below $573.78 invalidation level and VWAP $573.92; enter on rejection near $572.34 sweep level,$570.00 (GEX put wall — likely support),,Above $573.78 (previous swing high),moderate,v2,"The $2.2M sweep on a deeply OTM $545 strike with a target of only $560.89 suggests the whale is positioning for a defined move, not a crash; selling the $530 put below the target zone offsets elevated IV on a 12-month expiry being traded on a swing signal, dramatically reducing premium bleed if the move stalls near target.",t,missed,17.95,571.92,572.34,573.78573,bearish,,miss,t,t,,,,,
d874b97d-ba07-485b-ae6a-2c027f06657b,2026-04-02 02:17:07.019959+00,2026-04-02 02:17:07.019959+00,TSLA,spread,call,435.00,"April 17, 2026",693000.00,7.00,70,Confirmed hold above $380.90 with momentum continuation,$415 to $420 range as stock approaches sold strike,,Below Pivot at $368.69,moderate,v2,"TSLA is trading at $380.90 with the institutional strike at $435 — a 14% OTM target that makes outright calls expensive given TSLA's elevated IV. Capping the upside at $420 meaningfully reduces cost basis while still capturing the bulk of a realistic near-term move, improving risk/reward substantially over the pricey naked call.",f,missed,-51.09,363.48,380.90,380.9,bullish,,miss,f,t,,,,,
520c15a7-6b52-41f0-9a6b-062b0ae3d859,2026-04-01 23:11:05.282653+00,2026-04-01 23:11:05.282653+00,GLD,spread,call,438.00,"April 17, 2026",1810005.00,9.00,90,Above VWAP ($437.21) — confirmed entry near $439.80,$448.60 — short strike aligned with stated institutional target,,Below $437.21 (VWAP break invalidates bullish thesis),moderate,v4,"The institutional target of $448.60 provides a clear, well-defined price ceiling that makes the short $448 call a natural cap on the trade, and with GLD deep into a prolonged rally, IV on gold options is elevated enough that selling the upper strike meaningfully reduces cost basis without sacrificing the full intended move.",t,missed,-22.50,437.82,439.80,437.21439,bullish,,miss,t,t,,,,,
855849e7-302b-4598-b74a-1e1c08608e5e,2026-04-01 22:12:30.534946+00,2026-04-01 22:12:30.534946+00,SPY,algorithm,put,650.00,"April 6, 2026",695157.00,6.00,60,At VWAP ($655.64) — Near $654.88,"$654.72 (previous swing low), then $654.13",,Above $655.64 (VWAP reclaim invalidates bearish thesis),moderate,v4,"$695K put flow at $650 strike with 100% ask aggression. Price at $654.88 below VWAP ($655.64). Negative gamma zone — moves will be amplified. Price action confirmed: SR Tag + 2 Red Bars at $655.26 (lower high, lower low — confirmed).",f,hit,5256.25,646.47,654.88,655.64654,bearish,,hit,t,f,,,,,
b341d62a-27db-4023-a68b-c1a148787c77,2026-04-01 21:04:27.270755+00,2026-04-01 21:04:27.270755+00,TSLA,algorithm,call,435.00,"April 2, 2026",693000.00,7.00,70,At VWAP ($379.36) — Near $381.01,"$381.26 (previous swing high), then $381.53",,Below $379.36 (VWAP break invalidates bullish thesis),strong,v4,$693K call sweep at $435 strike with 100% ask aggression. Price at $381.01 above VWAP ($379.36). Price action confirmed: Support Tag + Green Bounce at $381.02 (higher low — likely reversal).,f,missed,-44.00,380.90,381.01,379.36381,bullish,,miss,t,t,,,correct,,2026-04-02 03:54:00.759254+00
18efb70c-a9fe-47af-b46b-1c0a7372c069,2026-04-01 19:34:37.985025+00,2026-04-01 19:34:37.985025+00,GOOGL,algorithm,put,305.00,"April 2, 2026",657420.00,5.00,50,Near $297.85 (no VWAP data),$291.89,,Above $303.80,moderate,v4,$657K put flow at $305 strike with 100% ask aggression. Price at $297.85.,f,hit,164.26,288.06,297.85,297.85,bearish,,hit,t,f,,,correct,,2026-04-02 03:56:25.712063+00
ba2365ec-77f0-46f3-810c-3870a2648e4a,2026-04-01 19:10:12.683209+00,2026-04-01 19:10:12.683209+00,IWM,algorithm,put,249.00,"April 2, 2026",646931.00,6.00,60,At VWAP ($250.88) — Near $249.65,$249.11 (previous swing low),,Above $250.88 (VWAP reclaim invalidates bearish thesis),moderate,v4,$647K put flow at $249 strike with 100% ask aggression. Price at $249.65 below VWAP ($250.88). Negative gamma zone — moves will be amplified.,f,partial_hit,61.11,249.32,249.65,250.88249,bearish,,partial,t,f,,,correct,,2026-04-02 04:03:57.043604+00
13e72ca6-50d9-4e95-93b2-803c0e9467f3,2026-04-01 19:10:12.483435+00,2026-04-01 19:10:12.483435+00,GLD,algorithm,call,436.00,"April 2, 2026",843575.00,7.00,70,At VWAP ($437.08) — Near $436.97,"$437.70 (previous swing high), then $439.99",,Below $437.08 (VWAP break invalidates bullish thesis),moderate,v4,"$844K call flow at $436 strike with 98% ask aggression. Price at $436.97 below VWAP ($437.08). Negative gamma zone — moves will be amplified. Price action confirmed: Support Bounce + 2 Green Bars at $436 (higher low, higher high — confirmed).",f,hit,517.81,440.75,436.97,437.08436,bullish,,hit,t,t,,,correct,,2026-04-02 04:04:04.379422+00
1a1cb94d-72ca-4c7e-bf9d-fc2a1c17d409,2026-04-01 19:06:13.583561+00,2026-04-01 19:06:13.583561+00,TSLA,whale,call,380.00,"April 2, 2026",1999990.00,6.00,60,Near $380.17 (no VWAP data),$387.77 (2% above entry),$395.38,Below $372.57,moderate,v4,$2.0M call flow at $380 strike with 100% ask aggression. Price at $380.17.,f,missed,17.89,381.53,380.17,380.17,bullish,,miss,t,t,neutral,,,,
5581fdb1-40b1-4601-be68-76626342c804,2026-04-01 19:01:36.586394+00,2026-04-01 19:01:36.586394+00,GLW,algorithm,put,125.00,"April 2, 2026",649740.00,6.00,60,Near $141.03 (no VWAP data),$138.21 (2% below entry),$135.39,Above $141.90 (previous swing high),moderate,v4,$650K put flow at $125 strike with 100% ask aggression. Price at $141.03.,f,missed,-17.73,141.53,141.03,141.03,bearish,,miss,f,t,neutral,,wrong,,2026-04-02 04:25:00.15819+00
65a7b929-3ded-4021-8edc-39668848e7b5,2026-04-01 18:47:36.355135+00,2026-04-01 18:47:36.355135+00,TSM,algorithm,call,340.00,"April 2, 2026",495346.00,6.00,60,Near $340.54 (no VWAP data),$347.35,,Below $333.73,moderate,v4,$495K call flow at $340 strike with 100% ask aggression. Price at $340.54.,f,near_miss,34.80,342.91,340.54,340.54,bullish,,near_miss,t,t,,,correct,,2026-04-02 04:24:32.305168+00
af49b3c7-d788-4c72-a657-86a84f2c863c,2026-04-01 18:42:36.883902+00,2026-04-01 18:42:36.883902+00,GLD,whale,put,436.00,"April 2, 2026",1843525.00,7.00,70,Near $436.20 (no VWAP data),$436.00 (strike level),,Above $444.92,strong,v4,$1.8M put flow at $436 strike with 100% ask aggression. Price at $436.20.,f,hit,7700.00,420.80,436.20,436.2,bearish,,hit,t,f,,,,,
8862e2bd-ba36-450b-a3f5-ad2937472db5,2026-04-01 18:31:38.982406+00,2026-04-01 18:31:38.982406+00,AMD,algorithm,put,207.50,"April 2, 2026",639348.00,5.00,50,Near $209.32 (no VWAP data),$205.13 (2% below entry),$200.95,Above $210.10 (previous swing high),moderate,v4,$639K put flow at $207.5 strike with 100% ask aggression. Price at $209.32.,f,missed,-1.91,209.40,209.32,209.32,bearish,,miss,f,t,neutral,,wrong,,2026-04-02 04:23:15.906591+00
70810c47-e231-4047-a851-dea5c78e1634,2026-04-01 18:25:36.775737+00,2026-04-01 18:25:36.775737+00,LNG,algorithm,call,275.00,"April 2, 2026",489499.00,6.00,60,Near $273.26 (no VWAP data),"$275.62 (previous swing high), then $275.89",$275.89,Below $272.56 (previous swing low),moderate,v4,$489K call flow at $275 strike with 100% ask aggression. Price at $273.26.,f,hit,118.64,276.06,273.26,273.26,bullish,,hit,t,f,neutral,,correct,,2026-04-02 04:22:05.108255+00
5669ccca-ed57-4425-9944-881e45f1ea5d,2026-04-01 18:21:05.382478+00,2026-04-01 18:21:05.382478+00,SPY,algorithm,call,656.00,"April 2, 2026",450500.00,5.00,50,Near $656.03 (no VWAP data),$669.15,,Below $642.91,moderate,v4,$451K call flow at $656 strike with 100% ask aggression. Price at $656.03.,f,missed,16.54,658.20,656.03,656.03,bullish,,miss,t,f,,,,,
2bafd304-e486-46ab-9efc-a7d8961c9c6e,2026-04-01 18:15:36.560897+00,2026-04-01 18:15:36.560897+00,ORCL,algorithm,put,140.00,"April 2, 2026",697345.00,6.00,60,Near $145.44 (no VWAP data),$140.00 (strike level),,Above $148.35,moderate,v4,$697K put flow at $140 strike with 97% ask aggression. Price at $145.44.,f,partial_hit,70.59,141.60,145.44,145.44,bearish,,partial,t,f,,,,,
231af011-8fbf-4698-b162-ef0662bf3f20,2026-04-01 18:02:59.200363+00,2026-04-01 18:02:59.200363+00,YPF,algorithm,call,50.00,"April 2, 2026",665000.00,6.00,60,Near $43.96 (no VWAP data),$50.00 (strike level),,Below $43.08,moderate,v4,$665K call flow at $50 strike with 100% ask aggression. Price at $43.96.,f,partial_hit,50.17,46.99,43.96,43.96,bullish,,partial,t,f,,,,,
0d0ae54f-1b95-4dc3-aa32-29741931085e,2026-04-01 17:59:27.882945+00,2026-04-01 17:59:27.882945+00,SPY,algorithm,put,650.00,"April 2, 2026",520676.00,6.00,60,At VWAP ($655.86) — Near $656.82,"$655.93 (previous swing low), then $653.58",,Above $655.86 (VWAP reclaim invalidates bearish thesis),moderate,v4,$521K put flow at $650 strike with 100% ask aggression. Price at $656.82 above VWAP ($655.86). Negative gamma zone — moves will be amplified.,f,hit,353.93,653.67,656.82,655.86656,bearish,,hit,t,t,,,,,
f44c8537-1c09-4185-b727-3f659aab934c,2026-04-01 17:52:15.784418+00,2026-04-01 17:52:15.784418+00,USO,algorithm,put,128.00,"April 2, 2026",247915.00,6.00,60,Near $123.71 (no VWAP data),$121.24,,Above $126.18,moderate,v4,$248K put sweep at $128 strike with 100% ask aggression. Price at $123.71.,f,missed,28.74,123.00,123.71,123.71,bearish,,miss,t,t,,,,,
ec464484-e9d4-40e4-b21b-78b9b3d7b009,2026-04-01 17:48:27.856291+00,2026-04-01 17:48:27.856291+00,META,algorithm,call,595.00,"April 2, 2026",548310.00,6.00,60,Above VWAP ($582.77) — Near $587.57,"$588.12 (previous swing high), then $592.55",,Below $582.77 (VWAP break invalidates bullish thesis),moderate,v4,$548K call sweep at $595 strike with 100% ask aggression. Price at $587.57 above VWAP ($582.77). Negative gamma zone — moves will be amplified.,f,missed,-220.00,586.36,587.57,582.77587,bullish,,miss,t,t,,,wrong,,2026-04-02 05:12:53.584717+00
0ce9d2bd-4ed4-4e5b-a0d0-160dc8fe304a,2026-04-01 17:40:43.520108+00,2026-04-01 17:40:43.520108+00,NVDA,algorithm,put,177.50,"April 8, 2026",622992.00,5.00,50,At VWAP ($176.35) — Near $176.76,"$176.61 (previous swing low), then $176.40",,Above $176.35 (VWAP reclaim invalidates bearish thesis),moderate,v4,$623K put flow at $177.5 strike with 100% ask aggression. Price at $176.76 above VWAP ($176.35). Negative gamma zone — moves will be amplified.,f,hit,1300.00,174.81,176.76,176.35176,bearish,,hit,t,t,,,wrong,"Price was at 176.35. Entry is Correct, but Target is 176.67-176.40 which 176.67 is higHer than the entry for a put. Exit should have been at the previous POC which is 175.77",2026-04-02 00:36:28.890211+00
2a2b3d25-11cd-4214-90e7-136beac7aeb9,2026-04-01 17:40:43.433749+00,2026-04-01 17:40:43.433749+00,HOOD,algorithm,put,66.00,"April 2, 2026",284074.00,6.00,60,Near $70.42 (no VWAP data),$66.00 (strike level),,Above $71.83,moderate,v4,$284K put sweep at $66 strike with 100% ask aggression. Price at $70.42.,f,hit,97.51,66.11,70.42,70.42,bearish,,hit,t,f,,,,,
d21b137a-aa67-4f69-bb15-6c38f5bc3a72,2026-04-01 17:28:57.182831+00,2026-04-01 17:28:57.182831+00,NOVT,spread,call,120.00,"April 2, 2026",316500.00,6.00,60,Near $119.88 (no VWAP data),$120.00 (strike level),,Below $117.48,moderate,v4,$317K call flow at $120 strike with 100% ask aggression. Price at $119.88.,f,missed,-25.00,119.85,119.88,119.88,bullish,,miss,f,t,,,,,
c6da5c68-7499-4208-b765-2ddcdb4c0f8e,2026-04-01 17:28:56.852585+00,2026-04-01 17:28:56.852585+00,LITE,algorithm,call,750.00,"April 2, 2026",432000.00,6.00,60,Near $782.68 (no VWAP data),$798.33,,Below $767.03,moderate,v4,$432K call sweep at $750 strike with 100% ask aggression. Price at $782.68.,f,missed,14.12,784.89,782.68,782.68,bullish,,miss,t,t,,,wrong,,2026-04-02 05:13:32.87418+00
e675bcd1-dd62-437c-9a3d-cd21855b2818,2026-04-01 17:25:02.583264+00,2026-04-01 17:25:02.583264+00,MRVL,algorithm,put,106.00,"April 2, 2026",327419.00,6.00,60,Near $106.77 (no VWAP data),$106.00 (strike level),,Above $108.91,moderate,v4,$327K put flow at $106 strike with 100% ask aggression. Price at $106.77.,f,hit,268.83,104.70,106.77,106.77,bearish,,hit,t,f,,,,,
06ebdbd4-6609-4278-ad37-209d113abb95,2026-04-01 17:09:13.544685+00,2026-04-01 17:09:13.544685+00,SPY,algorithm,call,670.00,"April 2, 2026",746502.00,5.00,50,At VWAP ($655.65) — Near $658.42,$670.00 (strike level),,Below $655.65 (VWAP break invalidates bullish thesis),moderate,v4,$747K call flow at $670 strike with 100% ask aggression. Price at $658.42 above VWAP ($655.65). Negative gamma zone — moves will be amplified.,f,missed,0.86,658.52,658.42,655.65658,bullish,,miss,t,t,,,,,
9f6f5fce-69ab-4371-85d5-415278074b8b,2026-04-01 17:09:13.452391+00,2026-04-01 17:09:13.452391+00,BE,spread,put,124.00,"April 17, 2026",642764.00,7.00,70,Below VWAP ($137.82) with price holding near $137.00,$126.44 (S1) then $122 (prior day low),,Above $137.82 (VWAP reclaim invalidates bearish thesis),moderate,v4,"Current price is $137 but the put strike is $124 — significantly out of the money — suggesting elevated premium risk on an outright put; selling the $125 put against it offsets decay cost while still capturing the full move to S1 at $126.44 and the prior day low at $122, where the thesis naturally exhausts. The defined floor at PDL $122 makes the spread structure more capital-efficient than carrying naked put premium across a wide gap.",f,hit,133.52,122.90,137.00,137.82137,bearish,,hit,t,f,,,,,
cf246092-6c61-4929-8695-6b5c64fed918,2026-04-01 17:05:27.736232+00,2026-04-01 17:05:27.736232+00,GLD,spread,call,439.00,"April 17, 2026",514550.00,7.00,70,Near current price $440.06 with price holding above $431.26 invalidation,$448.86,,Below $431.26,moderate,v4,"GLD carries elevated IV given its recent momentum and macro-driven gold rally, making outright calls expensive relative to the defined $448.86 target — the spread captures nearly the full expected move while the short $450 call offsets inflated premium cost. With no VWAP or intraday structure available, the spread reduces raw capital at risk in an uncertain entry environment.",f,missed,7.84,440.75,440.06,440.06431,bullish,,miss,t,t,,,,,
2174a38e-c0c2-440b-9ba2-cb785656f789,2026-04-01 17:05:27.649625+00,2026-04-01 17:05:27.649625+00,GOOG,spread,call,300.00,"April 17, 2026",819703.00,7.00,70,Above VWAP ($294.03) with price holding near $297.65,$305.00,,Below $294.03 (VWAP break invalidates bullish thesis),moderate,v4,"GOOG's stated target is exactly the $300 strike level, meaning upside is naturally capped at or near that zone — a bull call spread monetizes this defined ceiling efficiently. Selling the $305 call meaningfully reduces cost basis while the $300 target leaves little incentive to hold a naked call beyond that level.",f,missed,4.63,297.99,297.65,294.03297,bullish,,miss,t,t,,,,,
089923c2-0a49-4032-8593-adb47545170c,2026-04-01 16:57:24.484085+00,2026-04-01 16:57:24.484085+00,GOOGL,whale,call,295.00,"April 2, 2026",1052915.00,6.00,60,Near $299.50 (no VWAP data),$305.49,,Below $293.51,moderate,v4,$1.1M call flow at $295 strike with 100% ask aggression. Price at $299.50.,f,missed,17.03,300.52,299.50,299.5,bullish,,miss,t,t,,,,,
19895d39-480a-4d6e-baf8-bdad6a3935c1,2026-04-01 16:53:48.983295+00,2026-04-01 16:53:48.983295+00,BE,algorithm,put,124.00,"April 2, 2026",642764.00,6.00,60,Below VWAP ($137.84) — Near $136.83,"$136.10 (previous swing low), then $133.41",,Above $137.84 (VWAP reclaim invalidates bearish thesis),moderate,v4,$643K put flow at $124 strike with 100% ask aggression. Price at $136.83 below VWAP ($137.84).,f,hit,642.47,132.14,136.83,137.84136,bearish,,hit,t,f,,,,,
20946497-3cfc-4788-b2ff-d8f5bc40bffd,2026-04-01 16:50:24.383111+00,2026-04-01 16:50:24.383111+00,NBIS,algorithm,call,110.00,"April 2, 2026",781065.00,6.00,60,Near $104.92 (no VWAP data),$110.00 (strike level),,Below $102.82,moderate,v4,$781K call flow at $110 strike with 100% ask aggression. Price at $104.92.,f,missed,1.77,105.01,104.92,104.92,bullish,,miss,t,t,,,wrong,,2026-04-02 05:14:18.596341+00
3cc50dec-9e57-415a-bc65-cb5b7b772cba,2026-04-01 16:46:45.584331+00,2026-04-01 16:46:45.584331+00,GOOG,algorithm,call,300.00,"April 2, 2026",819703.00,7.00,70,Above VWAP ($293.81) — Near $296.68,$300.00 (strike level),,Below $293.81 (VWAP break invalidates bullish thesis),strong,v4,$820K call flow at $300 strike with 100% ask aggression. Price at $296.68 above VWAP ($293.81). Negative gamma zone — moves will be amplified.,f,missed,39.46,297.99,296.68,293.81296,bullish,,miss,t,t,,,wrong,,2026-04-02 05:15:25.662088+00
dcb374fc-1b52-49be-a2bd-e44cc21db24e,2026-04-01 16:39:47.18438+00,2026-04-01 16:39:47.18438+00,GDX,algorithm,call,98.00,"April 2, 2026",415222.00,6.00,60,Near $96.69 (no VWAP data),$98.00 (strike level),,Below $94.76,moderate,v4,$415K call flow at $98 strike with 69% ask aggression. Price at $96.69.,f,partial_hit,61.83,97.50,96.69,96.69,bullish,,partial,t,f,,,,,
cb465670-c3b5-41d6-a806-3d85323290e0,2026-04-01 16:28:44.683251+00,2026-04-01 16:28:44.683251+00,QQQ,algorithm,call,615.00,"April 2, 2026",668500.00,6.00,60,At VWAP ($584.15) — Near $586.98,$615.00 (strike level),,Below $584.15 (VWAP break invalidates bullish thesis),moderate,v4,$669K call flow at $615 strike with 100% ask aggression. Price at $586.98 above VWAP ($584.15).,f,missed,2.71,587.74,586.98,584.15586,bullish,,miss,t,t,,,,,
1a73f407-582b-4df6-9a6b-e0b33ab527b1,2026-04-01 16:24:58.622334+00,2026-04-01 16:24:58.622334+00,QQQ,algorithm,call,587.00,"April 2, 2026",434000.00,7.00,70,At VWAP ($584.14) — Near $587.01,$598.75,,Below $584.14 (VWAP break invalidates bullish thesis),moderate,v4,$434K call flow at $587 strike with 100% ask aggression. Price at $587.01 above VWAP ($584.14). Negative gamma zone — moves will be amplified.,f,missed,6.22,587.74,587.01,584.14587,bullish,,miss,t,t,,,,,
fd7b3e59-9380-49b9-bc8c-414672ab9f53,2026-04-01 16:21:00.582361+00,2026-04-01 16:21:00.582361+00,TSLA,spread,call,400.00,"April 17, 2026",840000.00,7.00,70,Above VWAP ($378.69) with price holding near $381.96,"$390.00 (short strike, ~2.1% above current price)",,Below $378.69 (VWAP break invalidates bullish thesis),moderate,v4,"The institutional target is a tight $382.50–$383.14 range with a clear ceiling, making a spread far more capital-efficient than buying an outright $400 call that is deeply OTM relative to the stated target. Selling the $390 call funds the position and aligns the profit zone precisely with where price is realistically expected to move given the narrow target window.",f,missed,3.48,382.24,381.96,378.69381,bullish,,miss,t,t,,,,,
4a9e9d5e-5283-49c6-bd73-911ea9645ddc,2026-04-01 16:21:00.282828+00,2026-04-01 16:21:00.282828+00,AMD,spread,call,215.00,"April 17, 2026",854942.00,8.00,80,Above VWAP ($210.29) with price holding near $213.49,"$225.00 (short strike, ~5.4% above current price)",,Below $210.29 (VWAP break invalidates bullish thesis),moderate,v4,"AMD is trading near its $215 strike with elevated semi-sector IV, making the outright call expensive relative to the defined move. A $215/$225 spread reduces cost basis meaningfully while capturing the full expected move, and the $225 level represents a natural overhead resistance zone that provides a logical ceiling for the short leg.",t,missed,2.95,213.83,213.49,210.29213,bullish,,miss,t,t,,,,,
56f2c71a-0aff-4ef8-bbf2-bec5734a3cc1,2026-04-01 16:09:28.545109+00,2026-04-01 16:09:28.545109+00,SPY,algorithm,put,622.00,"April 2, 2026",560000.00,7.00,70,At VWAP ($655.26) — Near $657.69,"$655.93 (previous swing low), then $653.58",,Above $655.26 (VWAP reclaim invalidates bearish thesis),,v4,$560K put flow at $622 strike with 100% ask aggression. Price at $657.69 above VWAP ($655.26).,f,hit,115.34,655.66,657.69,655.26657,bearish,,hit,f,t,,,,,
33e348b7-df1d-4faf-a232-b30f8de44d33,2026-04-01 16:09:28.365035+00,2026-04-01 16:09:28.365035+00,SPXW,algorithm,put,6575.00,"April 2, 2026",214830.00,9.00,90,Above VWAP ($6583.16) — needs break below $6583.16 for entry,"$6584.66 (previous swing low), then $6564.58",,Above $6583.16 (VWAP reclaim invalidates bearish thesis),,v4,$215K put flow at $6575 strike with 56% ask aggression. Price at $6597.32.,f,hit,283.97,6561.37,6597.32,6583.166583,bearish,,hit,t,t,,,correct,6583 is the last swing low. Perfect Entry. Exit was 6564 before reversal. perfect play,2026-04-02 00:44:13.108436+00
5e6127b4-0ef2-427b-8f51-a29a9e6ad106,2026-04-01 16:09:28.275201+00,2026-04-01 16:09:28.275201+00,GOOGL,algorithm,call,300.00,"April 2, 2026",446040.00,9.00,90,Near $297.26 (no VWAP data),$300.00 (strike level),,Below $291.31,,v4,$446K call flow at $300 strike with 100% ask aggression. Price at $297.26.,f,hit,107.66,300.21,297.26,297.26,bullish,,hit,t,f,,,,,
4b6de33a-888e-4655-9dbc-74c1390bb073,2026-04-01 16:09:28.184609+00,2026-04-01 16:09:28.184609+00,TSLA,algorithm,put,385.00,"April 2, 2026",687491.00,8.00,80,Above VWAP ($378.58) — needs break below $378.58 for entry,"$380.44 (previous swing low), then $379.84",,Above $378.58 (VWAP reclaim invalidates bearish thesis),,v4,$687K put sweep at $385 strike with 100% ask aggression. Price at $382.44 above VWAP ($378.58). Negative gamma zone — moves will be amplified.,f,hit,109.00,380.26,382.44,378.58378,bearish,,hit,f,t,,,,,
4c814e19-9fe3-4a01-806e-de0a85bbbce5,2026-04-01 16:09:28.093991+00,2026-04-01 16:09:28.093991+00,TSLA,algorithm,call,400.00,"April 2, 2026",840000.00,8.00,80,Above VWAP ($378.58) — Near $382.44,$382.50 (previous swing high),,Below $378.58 (VWAP break invalidates bullish thesis),,v4,$840K call sweep at $400 strike with 100% ask aggression. Price at $382.44 above VWAP ($378.58).,f,missed,-16.67,382.43,382.44,378.58382,bullish,,miss,t,t,,,,,
5dd265e3-d033-4ced-b321-a145de93de1f,2026-04-01 16:09:28.003909+00,2026-04-01 16:09:28.003909+00,AMD,algorithm,call,215.00,"April 2, 2026",854942.00,9.00,90,Above VWAP ($210.15) — Near $213.29,$215.00 (strike level),,Below $210.15 (VWAP break invalidates bullish thesis),,v4,$855K call flow at $215 strike with 100% ask aggression. Price at $213.29 above VWAP ($210.15). Negative gamma zone — moves will be amplified.,f,missed,31.58,213.83,213.29,210.15213,bullish,,miss,t,t,,,,,
4013ac1d-3ca2-4868-b9fa-5552a39fc86b,2026-04-01 16:09:27.777919+00,2026-04-01 16:09:27.777919+00,SPXW,algorithm,call,6530.00,"April 2, 2026",238200.00,10.00,100,Broke above VWAP ($6583.16) — wait for retest at $6583.16 then enter on bounce,$6594.93 (previous swing high),,Below $6583.16 (VWAP break invalidates bullish thesis),,v4,$238K call flow at $6530 strike with 100% ask aggression. Price at $6603.90.,f,hit,,6609.67,6603.90,6583.166583,bullish,,hit,t,t,,,wrong,,2026-04-02 00:40:43.84617+00
656eac70-792d-425e-82b0-b0cdf5a3ffd6,2026-04-01 16:09:27.642932+00,2026-04-01 16:09:27.642932+00,META,algorithm,put,590.00,"April 2, 2026",477000.00,9.00,90,Near $583.29 (no VWAP data),$571.62,,Above $594.96,,v4,$477K put flow at $590 strike with 100% ask aggression. Price at $583.29.,f,partial_hit,59.21,576.38,583.29,583.29,bearish,,partial,t,f,,,,,
68685942-1f61-4b2a-b968-504dfd090ea9,2026-04-01 16:05:27.2266+00,2026-04-01 16:05:27.2266+00,MU,algorithm,call,390.00,"April 2, 2026",829765.00,6.00,60,Above VWAP ($361.72) — Near $375.65,$390.00 (strike level),,Below $361.72 (VWAP break invalidates bullish thesis),moderate,v4,$830K call flow at $390 strike with 100% ask aggression. Price at $375.65 above VWAP ($361.72).,f,missed,15.61,377.89,375.65,361.72375,bullish,,miss,t,t,,,,,
03984fd6-168b-4e11-9fb2-9b21fafe5e18,2026-04-01 16:01:27.826182+00,2026-04-01 16:01:27.826182+00,CVS,algorithm,call,77.50,"April 2, 2026",924756.00,6.00,60,At VWAP ($72.32) — Near $72.58,$72.59 (R1 resistance),,Below $72.32 (VWAP break invalidates bullish thesis),moderate,v4,"$925K call flow at $77.5 strike with 53% ask aggression. Price at $72.58 above VWAP ($72.32). Price action confirmed: Support Bounce + 2 Green Bars at $72.59 (higher low, higher high — confirmed).",f,hit,300.00,72.61,72.58,72.3272,bullish,,hit,t,f,,,,,
5cf5e6ff-7a8d-4f50-83f0-079a422809e8,2026-04-01 15:57:06.494043+00,2026-04-01 15:57:06.494043+00,GLD,algorithm,call,439.00,"April 2, 2026",461150.00,6.00,60,Near $439.45 (no VWAP data),$448.24,,Below $430.66,moderate,v4,$461K call flow at $439 strike with 100% ask aggression. Price at $439.45.,f,missed,14.79,440.75,439.45,439.45,bullish,,miss,t,t,,,,,
