Signal Date,Signal Time,Ticker,Category,Call/Put,Bullish/Bearish,Strike,Expiry,Premium,Confidence,Conviction Score,Algo Version,Signal Quality,Biddie Pick,Price at Signal,Entry Trigger,Entry Price,Target,Target Near,Invalidation,Gamma Zone,Gamma Description,Reason,Suggested Trade,Trade Status,Outcome,MFE %,Max Favorable Price,Entry Price Reached,Invalidation Breached,Review Status,Review Note,Reviewed At
04/02/2026,3:06 PM ET,SPX,algorithm,call,bullish,6900.00,"May 15, 2026",383000.00,8.00,80,v2,,t,6570.71,VWAP retest from above at $6555.74 — bounce is your entry,6555.74,"$6572.21 (previous swing high), then $6573.66",,Below $6555.74 (VWAP break invalidates bullish thesis),positive,"Above gamma flip ($6475) — long gamma territory, moves suppressed",$383K call flow at $6900 strike with 100% ask aggression. Price at $6570.71.,,hit,hit,2080.00,6601.91,t,t,,,
04/02/2026,3:15 PM ET,SPXW,algorithm,call,bullish,6450.00,"April 2, 2026",122640.00,8.00,80,v2,,t,6572.57,VWAP retest from above at $6555.99 — bounce is your entry,6555.99,"$6573.66 (previous swing high), then $6573.84",,Below $6555.99 (VWAP break invalidates bullish thesis),negative,"Near put wall at $6,475 — dealers buy here, strong support",$123K call flow at $6450 strike with 0% ask aggression. Price at $6572.57. Negative gamma zone — moves will be amplified.,,hit,hit,2691.74,6601.91,t,t,,,
04/02/2026,3:18 PM ET,SPXW,algorithm,call,bullish,6575.00,"April 9, 2026",248960.00,8.50,85,v2,,t,6569.19,VWAP retest from above at $6556.19 — bounce is your entry,6556.19,"$6572.21 (previous swing high), then $6573.66",,Below $6556.19 (VWAP break invalidates bullish thesis),positive,"Near call wall at $6,575 — dealers sell here, strong resistance",$249K call flow at $6575 strike with 71% ask aggression. Price at $6569.19. Negative gamma zone — moves will be amplified.,,hit,hit,1083.44,6601.91,t,t,,,
04/02/2026,3:26 PM ET,SPXW,algorithm,call,bullish,6650.00,"April 6, 2026",127070.00,8.00,80,v2,,t,6568.29,VWAP retest from above at $6556.53 — bounce is your entry,6556.53,"$6572.21 (previous swing high), then $6573.66",,Below $6556.53 (VWAP break invalidates bullish thesis),positive,"Above gamma flip ($6475) — long gamma territory, moves suppressed",$127K call flow at $6650 strike with 70% ask aggression. Price at $6568.29. Negative gamma zone — moves will be amplified.,,hit,hit,857.65,6601.91,t,t,,,
04/02/2026,3:35 PM ET,SPXW,algorithm,put,bearish,6400.00,"April 10, 2026",114240.00,7.50,75,v2,,f,6567.12,Above VWAP ($6556.67) — needs break below $6556.67 for entry,6556.676556,"$6564.44 (previous swing low), then $6558.64",,Above $6556.67 (VWAP reclaim invalidates bearish thesis),negative,"Below gamma flip ($6475) — short gamma territory, moves amplified",$114K put flow at $6400 strike with 100% ask aggression. Price at $6567.12.,,hit,hit,3439.55,6474.94,t,t,,,
04/02/2026,3:38 PM ET,SPXW,algorithm,put,bearish,6375.00,"April 6, 2026",128210.00,7.50,75,v2,,f,6568.87,Above VWAP ($6556.83) — needs break below $6556.83 for entry,6556.836556,"$6564.44 (previous swing low), then $6558.64",,Above $6556.83 (VWAP reclaim invalidates bearish thesis),negative,"Below gamma flip ($6475) — short gamma territory, moves amplified",$128K put sweep at $6375 strike with 0% ask aggression. Price at $6568.87.,,hit,hit,2120.32,6474.94,t,t,,,
04/02/2026,3:38 PM ET,SPXW,algorithm,put,bearish,6245.00,"April 17, 2026",142250.00,7.00,70,v2,,f,6568.76,Above VWAP ($6556.83) — needs break below $6556.83 for entry,6556.836556,"$6564.44 (previous swing low), then $6558.64",,Above $6556.83 (VWAP reclaim invalidates bearish thesis),negative,"Below gamma flip ($6475) — short gamma territory, moves amplified",$142K put flow at $6245 strike with 11% ask aggression. Price at $6568.76.,,hit,hit,2171.76,6474.94,t,t,,,
04/02/2026,3:51 PM ET,SPXW,algorithm,call,bullish,6580.00,"April 2, 2026",100600.00,9.00,90,v2,,t,6578.81,VWAP retest from above at $6557.42 — bounce is your entry,6557.42,"$6582.4 (previous swing high), then $6582.44",,Below $6557.42 (VWAP break invalidates bullish thesis),positive,"Near call wall at $6,580 — dealers sell here, strong resistance",$101K call flow at $6580 strike with 24% ask aggression. Price at $6578.81. Negative gamma zone — moves will be amplified.,,hit,hit,643.45,6601.91,t,t,,,
04/02/2026,3:51 PM ET,SPXW,algorithm,put,bearish,6530.00,"April 8, 2026",151980.00,7.00,70,v2,,f,6569.39,Above VWAP ($6557.42) — needs break below $6557.42 for entry,6557.426557,"$6565.36 (previous swing low), then $6564.44",,Above $6557.42 (VWAP reclaim invalidates bearish thesis),positive,"Above gamma flip ($6475) — long gamma territory, moves suppressed",$152K put flow at $6530 strike with 0% ask aggression. Price at $6569.39. Negative gamma zone — moves will be amplified.,,hit,hit,2343.67,6474.94,t,t,,,
04/02/2026,3:54 PM ET,SPXW,algorithm,put,bearish,6540.00,"April 8, 2026",246000.00,8.50,85,v2,,t,6578.83,Above VWAP ($6557.41) — needs break below $6557.41 for entry,6557.416557,"$6565.36 (previous swing low), then $6564.44",,Above $6557.41 (VWAP reclaim invalidates bearish thesis),positive,"Above gamma flip ($6475) — long gamma territory, moves suppressed",$246K put flow at $6540 strike with 100% ask aggression. Price at $6578.83. Negative gamma zone — moves will be amplified.,,hit,hit,771.27,6474.94,t,t,,,
04/02/2026,4:00 PM ET,SPXW,algorithm,call,bullish,6705.00,"April 9, 2026",221200.00,9.00,90,v2,,t,6581.98,VWAP retest from above at $6557.73 — bounce is your entry,6557.73,"$6582.4 (previous swing high), then $6582.44",,Below $6557.73 (VWAP break invalidates bullish thesis),positive,"Above gamma flip ($6475) — long gamma territory, moves suppressed",$221K call flow at $6705 strike with 27% ask aggression. Price at $6581.98. Negative gamma zone — moves will be amplified.,,hit,hit,4745.24,6601.91,t,t,,,
04/03/2026,9:30 AM ET,SPXW,algorithm,call,bullish,6605.00,"April 8, 2026",504200.00,10.00,100,v2,,t,6582.69,VWAP retest from above at $6559.4 — bounce is your entry,,$6601.91 (previous swing high),,Below $6559.4 (VWAP break invalidates bullish thesis),positive,"Near call wall at $6,590 — dealers sell here, strong resistance",$504K call flow at $6605 strike with 100% ask aggression. Price at $6582.69. Negative gamma zone — moves will be amplified.,,watching,pending,,,f,f,,,
04/03/2026,9:30 AM ET,SPXW,algorithm,put,bearish,6540.00,"April 8, 2026",246000.00,8.50,85,v2,,t,6578.83,Above VWAP ($6559.4) — needs break below $6559.4 for entry,,"$6550.79 (previous swing low), then $6546.31",,Above $6559.4 (VWAP reclaim invalidates bearish thesis),positive,"Above gamma flip ($6475) — long gamma territory, moves suppressed",$246K put flow at $6540 strike with 100% ask aggression. Price at $6578.83. Negative gamma zone — moves will be amplified.,,watching,pending,,,f,f,,,
04/03/2026,9:30 AM ET,SPXW,algorithm,put,bearish,6500.00,"April 9, 2026",131790.00,8.50,85,v2,,t,6582.69,Above VWAP ($6559.4) — needs break below $6559.4 for entry,,"$6550.79 (previous swing low), then $6546.31",,Above $6559.4 (VWAP reclaim invalidates bearish thesis),negative,"Near put wall at $6,475 — dealers buy here, strong support",$132K put flow at $6500 strike with 94% ask aggression. Price at $6582.69. Negative gamma zone — moves will be amplified.,,watching,pending,,,f,f,,,
04/03/2026,9:30 AM ET,SPXW,algorithm,call,bullish,6580.00,"April 10, 2026",4596550.00,9.00,90,v2,,t,6582.69,VWAP retest from above at $6559.4 — bounce is your entry,,$6601.91 (previous swing high),,Below $6559.4 (VWAP break invalidates bullish thesis),positive,"Near call wall at $6,590 — dealers sell here, strong resistance",$4.6M call flow at $6580 strike with 0% ask aggression. Price at $6582.69. Negative gamma zone — moves will be amplified.,,watching,pending,,,f,f,,,
04/03/2026,9:30 AM ET,SPXW,algorithm,call,bullish,6760.00,"May 1, 2026",1846430.00,9.00,90,v2,,t,6582.68,VWAP retest from above at $6559.4 — bounce is your entry,,$6601.91 (previous swing high),,Below $6559.4 (VWAP break invalidates bullish thesis),positive,"Above gamma flip ($6475) — long gamma territory, moves suppressed",$1.8M call flow at $6760 strike with 90% ask aggression. Price at $6582.68.,,watching,pending,,,f,f,,,
04/03/2026,9:30 AM ET,SPXW,algorithm,call,bullish,6705.00,"April 9, 2026",221200.00,9.00,90,v2,,t,6581.98,VWAP retest from above at $6559.4 — bounce is your entry,,$6601.91 (previous swing high),,Below $6559.4 (VWAP break invalidates bullish thesis),positive,"Above gamma flip ($6475) — long gamma territory, moves suppressed",$221K call flow at $6705 strike with 27% ask aggression. Price at $6581.98. Negative gamma zone — moves will be amplified.,,watching,pending,,,f,f,,,
04/03/2026,9:30 AM ET,SPXW,algorithm,call,bullish,6570.00,"April 2, 2026",161170.00,9.00,90,v2,,t,6579.60,VWAP retest from above at $6559.4 — bounce is your entry,,$6601.91 (previous swing high),,Below $6559.4 (VWAP break invalidates bullish thesis),positive,"Near call wall at $6,590 — dealers sell here, strong resistance",$161K call flow at $6570 strike with 42% ask aggression. Price at $6579.60. Negative gamma zone — moves will be amplified.,,watching,pending,,,f,f,,,
04/03/2026,9:30 AM ET,SPXW,algorithm,call,bullish,6600.00,"April 8, 2026",531200.00,8.50,85,v2,,t,6582.69,VWAP retest from above at $6559.4 — bounce is your entry,,$6601.91 (previous swing high),,Below $6559.4 (VWAP break invalidates bullish thesis),positive,"Near call wall at $6,590 — dealers sell here, strong resistance",$531K call flow at $6600 strike with 0% ask aggression. Price at $6582.69. Negative gamma zone — moves will be amplified.,,watching,pending,,,f,f,,,
04/03/2026,9:30 AM ET,SPXW,algorithm,call,bullish,6720.00,"May 1, 2026",320970.00,8.50,85,v2,,t,6582.69,VWAP retest from above at $6559.4 — bounce is your entry,,$6601.91 (previous swing high),,Below $6559.4 (VWAP break invalidates bullish thesis),positive,"Above gamma flip ($6475) — long gamma territory, moves suppressed",$321K call flow at $6720 strike with 100% ask aggression. Price at $6582.69.,,watching,pending,,,f,f,,,
04/03/2026,9:30 AM ET,SPXW,algorithm,call,bullish,6670.00,"April 6, 2026",269380.00,8.50,85,v2,,t,6582.68,VWAP retest from above at $6559.4 — bounce is your entry,,$6601.91 (previous swing high),,Below $6559.4 (VWAP break invalidates bullish thesis),positive,"Above gamma flip ($6475) — long gamma territory, moves suppressed",$269K call flow at $6670 strike with 0% ask aggression. Price at $6582.68. Negative gamma zone — moves will be amplified.,,watching,pending,,,f,f,,,
04/03/2026,9:30 AM ET,SPXW,algorithm,put,bearish,6530.00,"April 8, 2026",151980.00,7.00,70,v2,,f,6569.39,Above VWAP ($6559.4) — needs break below $6559.4 for entry,,"$6550.79 (previous swing low), then $6546.31",,Above $6559.4 (VWAP reclaim invalidates bearish thesis),positive,"Above gamma flip ($6475) — long gamma territory, moves suppressed",$152K put flow at $6530 strike with 0% ask aggression. Price at $6569.39. Negative gamma zone — moves will be amplified.,,watching,pending,,,f,f,,,
04/03/2026,9:30 AM ET,SPXW,algorithm,call,bullish,6700.00,"April 10, 2026",231000.00,7.50,75,v2,,f,6577.37,VWAP retest from above at $6559.4 — bounce is your entry,,$6601.91 (previous swing high),,Below $6559.4 (VWAP break invalidates bullish thesis),positive,"Above gamma flip ($6475) — long gamma territory, moves suppressed",$231K call flow at $6700 strike with 77% ask aggression. Price at $6577.37. Negative gamma zone — moves will be amplified.,,watching,pending,,,f,f,,,
