Signal Date,Signal Time (ET),Ticker,Category,Call/Put,Bullish/Bearish,Strike,Expiry,Premium,Confidence,Conviction Score,Algo Version,Signal Quality,Biddie Pick,Price at Signal,Entry Trigger,Entry Price,Target,Target Near,Invalidation,Gamma Zone,Gamma Description,Reason,Suggested Trade,Trade Status,Outcome,MFE %,Max Favorable Price,Entry Price Reached,Invalidation Breached,Review Status,Review Note,Reviewed At (ET)
2026-03-31,19:37:26,SPXW,whale,call,bullish,6500.00,04/06/2026,21050065.00,8.00,80,v2,strong,t,6405.00,"Below VWAP ($6,432) — needs reclaim above $6,432 for entry",64326432,"$6,446 (previous swing high), then $6,518","$6,450","Below $6,432 (VWAP break invalidates bullish thesis)",neutral,"Right at gamma flip ($6,405) — dealers are long gamma here and suppress downside. $21M call buy at this exact support level is a whale betting on the bounce. Key magnet and put wall confluence.","SPXW $6500 call with $21M premium — massive institutional call buying. 3,574 contracts vs 605 OI (5.9x vol/OI). 72% ask aggression. SPX was around $6,400 at the gamma flip when this hit — someone bought $21M in calls while SPX was at support. Gamma flip at $6,405 means dealers are long gamma here and will suppress further downside. This whale bet is that the gamma flip holds as support and SPX bounces. Strike at $6,500 is above current price — needs the bounce to work.",,hit,hit,499.20,6609.67,f,t,correct,"VWAP IS AT 6431. (ENTRY OF 6420 is actually below vwap, but the target is really good. ",2026-03-31 20:19
2026-04-01,12:09:27,SPXW,algorithm,call,bullish,6530.00,"April 2, 2026",238200.00,10.00,100,v4,,f,6603.90,Broke above VWAP ($6583.16) — wait for retest at $6583.16 then enter on bounce,6583.166583,$6594.93 (previous swing high),,Below $6583.16 (VWAP break invalidates bullish thesis),,,$238K call flow at $6530 strike with 100% ask aggression. Price at $6603.90.,,hit,hit,,6609.67,t,t,wrong,,2026-04-01 20:40
2026-04-01,12:09:28,SPXW,algorithm,put,bearish,6575.00,"April 2, 2026",214830.00,9.00,90,v4,,f,6597.32,Above VWAP ($6583.16) — needs break below $6583.16 for entry,6583.166583,"$6584.66 (previous swing low), then $6564.58",,Above $6583.16 (VWAP reclaim invalidates bearish thesis),,,$215K put flow at $6575 strike with 56% ask aggression. Price at $6597.32.,,hit,hit,283.97,6561.37,t,t,correct,6583 is the last swing low. Perfect Entry. Exit was 6564 before reversal. perfect play,2026-04-01 20:44
2026-04-01,12:46:45,GOOG,algorithm,call,bullish,300.00,"April 2, 2026",819703.00,7.00,70,v4,strong,f,296.68,Above VWAP ($293.81) — Near $296.68,293.81296,$300.00 (strike level),,Below $293.81 (VWAP break invalidates bullish thesis),,,$820K call flow at $300 strike with 100% ask aggression. Price at $296.68 above VWAP ($293.81). Negative gamma zone — moves will be amplified.,,miss,missed,39.46,297.99,t,t,wrong,,2026-04-02 01:15
2026-04-01,12:50:24,NBIS,algorithm,call,bullish,110.00,"April 2, 2026",781065.00,6.00,60,v4,moderate,f,104.92,Near $104.92 (no VWAP data),104.92,$110.00 (strike level),,Below $102.82,,,$781K call flow at $110 strike with 100% ask aggression. Price at $104.92.,,miss,missed,1.77,105.01,t,t,wrong,,2026-04-02 01:14
2026-04-01,13:28:56,LITE,algorithm,call,bullish,750.00,"April 2, 2026",432000.00,6.00,60,v4,moderate,f,782.68,Near $782.68 (no VWAP data),782.68,$798.33,,Below $767.03,,,$432K call sweep at $750 strike with 100% ask aggression. Price at $782.68.,,miss,missed,14.12,784.89,t,t,wrong,,2026-04-02 01:13
2026-04-01,13:40:43,NVDA,algorithm,put,bearish,177.50,"April 8, 2026",622992.00,5.00,50,v4,moderate,f,176.76,At VWAP ($176.35) — Near $176.76,176.35176,"$176.61 (previous swing low), then $176.40",,Above $176.35 (VWAP reclaim invalidates bearish thesis),,,$623K put flow at $177.5 strike with 100% ask aggression. Price at $176.76 above VWAP ($176.35). Negative gamma zone — moves will be amplified.,,hit,hit,1300.00,174.81,t,t,wrong,"Price was at 176.35. Entry is Correct, but Target is 176.67-176.40 which 176.67 is higHer than the entry for a put. Exit should have been at the previous POC which is 175.77",2026-04-01 20:36
2026-04-01,13:48:27,META,algorithm,call,bullish,595.00,"April 2, 2026",548310.00,6.00,60,v4,moderate,f,587.57,Above VWAP ($582.77) — Near $587.57,582.77587,"$588.12 (previous swing high), then $592.55",,Below $582.77 (VWAP break invalidates bullish thesis),,,$548K call sweep at $595 strike with 100% ask aggression. Price at $587.57 above VWAP ($582.77). Negative gamma zone — moves will be amplified.,,miss,missed,-220.00,586.36,t,t,wrong,,2026-04-02 01:12
2026-04-01,14:25:36,LNG,algorithm,call,bullish,275.00,"April 2, 2026",489499.00,6.00,60,v4,moderate,f,273.26,Near $273.26 (no VWAP data),273.26,"$275.62 (previous swing high), then $275.89",$275.89,Below $272.56 (previous swing low),neutral,,$489K call flow at $275 strike with 100% ask aggression. Price at $273.26.,,hit,hit,118.64,276.06,t,f,correct,,2026-04-02 00:22
2026-04-01,14:31:38,AMD,algorithm,put,bearish,207.50,"April 2, 2026",639348.00,5.00,50,v4,moderate,f,209.32,Near $209.32 (no VWAP data),209.32,$205.13 (2% below entry),$200.95,Above $210.10 (previous swing high),neutral,,$639K put flow at $207.5 strike with 100% ask aggression. Price at $209.32.,,miss,missed,-1.91,209.40,f,t,wrong,,2026-04-02 00:23
2026-04-01,14:47:36,TSM,algorithm,call,bullish,340.00,"April 2, 2026",495346.00,6.00,60,v4,moderate,f,340.54,Near $340.54 (no VWAP data),340.54,$347.35,,Below $333.73,,,$495K call flow at $340 strike with 100% ask aggression. Price at $340.54.,,near_miss,near_miss,34.80,342.91,t,t,correct,,2026-04-02 00:24
2026-04-01,15:01:36,GLW,algorithm,put,bearish,125.00,"April 2, 2026",649740.00,6.00,60,v4,moderate,f,141.03,Near $141.03 (no VWAP data),141.03,$138.21 (2% below entry),$135.39,Above $141.90 (previous swing high),neutral,,$650K put flow at $125 strike with 100% ask aggression. Price at $141.03.,,miss,missed,-17.73,141.53,f,t,wrong,,2026-04-02 00:25
2026-04-01,15:10:12,GLD,algorithm,call,bullish,436.00,"April 2, 2026",843575.00,7.00,70,v4,moderate,f,436.97,At VWAP ($437.08) — Near $436.97,437.08436,"$437.70 (previous swing high), then $439.99",,Below $437.08 (VWAP break invalidates bullish thesis),,,"$844K call flow at $436 strike with 98% ask aggression. Price at $436.97 below VWAP ($437.08). Negative gamma zone — moves will be amplified. Price action confirmed: Support Bounce + 2 Green Bars at $436 (higher low, higher high — confirmed).",,hit,hit,517.81,440.75,t,t,correct,,2026-04-02 00:04
2026-04-01,15:10:12,IWM,algorithm,put,bearish,249.00,"April 2, 2026",646931.00,6.00,60,v4,moderate,f,249.65,At VWAP ($250.88) — Near $249.65,250.88249,$249.11 (previous swing low),,Above $250.88 (VWAP reclaim invalidates bearish thesis),,,$647K put flow at $249 strike with 100% ask aggression. Price at $249.65 below VWAP ($250.88). Negative gamma zone — moves will be amplified.,,partial,partial_hit,61.11,249.32,t,f,correct,,2026-04-02 00:03
2026-04-01,15:34:37,GOOGL,algorithm,put,bearish,305.00,"April 2, 2026",657420.00,5.00,50,v4,moderate,f,297.85,Near $297.85 (no VWAP data),297.85,$291.89,,Above $303.80,,,$657K put flow at $305 strike with 100% ask aggression. Price at $297.85.,,hit,hit,164.26,288.06,t,f,correct,,2026-04-01 23:56
2026-04-01,17:04:27,TSLA,algorithm,call,bullish,435.00,"April 2, 2026",693000.00,7.00,70,v4,strong,f,381.01,At VWAP ($379.36) — Near $381.01,379.36381,"$381.26 (previous swing high), then $381.53",,Below $379.36 (VWAP break invalidates bullish thesis),,,$693K call sweep at $435 strike with 100% ask aggression. Price at $381.01 above VWAP ($379.36). Price action confirmed: Support Tag + Green Bounce at $381.02 (higher low — likely reversal).,,miss,missed,-44.00,380.90,t,t,correct,,2026-04-01 23:54
2026-04-02,15:08:20,GLD,algorithm,call,bullish,429.00,"April 2, 2026",623946.00,7.00,70,v2,moderate,f,429.63,Above VWAP ($427.29) — Near $429.63,427.29429,$430.00 (GEX call wall — likely resistance),R1 at $440.76,Below $427.73 (previous swing low),,,$624K call flow at $429 strike with 98% ask aggression. Price at $429.63 above VWAP ($427.29). Negative gamma zone — moves will be amplified.,,near_miss,near_miss,67.57,429.88,t,f,correct,already a hit ,2026-04-02 23:34
2026-04-02,15:37:03,TSLA,algorithm,put,bearish,370.00,"April 2, 2026",325599.00,7.00,70,v2,moderate,f,359.73,Below VWAP ($364.56) — Near $359.73,364.56359,$352.54,$345.34,Above $360.92 (previous swing high),,,$326K put flow at $370 strike with 100% ask aggression. Price at $359.73 below VWAP ($364.56).,,miss,missed,-1.39,359.83,t,t,wrong,"No where close to the price for entry, all the way off ",2026-04-02 23:33
